2021-09-28T13:40:49.039+09:00,ehdrm,KeyEvent,10:10:00,,,,,-1,-1,
2021-09-28T13:40:52.216+09:00,ehdrm,Action,EditorEnter,JavaPlatform,Editor,,,0,21,Default task
2021-09-28T13:40:52.283+09:00,ehdrm,KeyEvent,10:10:00,JavaPlatform,Editor,,,1,4,Default task
2021-09-28T13:40:54.519+09:00,ehdrm,KeyEvent,101:69:0,JavaPlatform,Editor,,,1,4,Default task
2021-09-28T13:40:54.626+09:00,ehdrm,KeyEvent,110:78:0,JavaPlatform,Editor,,,1,5,Default task
2021-09-28T13:40:54.870+09:00,ehdrm,KeyEvent,117:85:0,JavaPlatform,Editor,,,1,6,Default task
2021-09-28T13:40:55.075+09:00,ehdrm,KeyEvent,109:77:0,JavaPlatform,Editor,,,1,7,Default task
2021-09-28T13:40:55.185+09:00,ehdrm,KeyEvent,32:32:00,JavaPlatform,Editor,,,1,8,Default task
2021-09-28T13:40:55.373+09:00,ehdrm,KeyEvent,65535:16:1,JavaPlatform,Editor,,,1,9,Default task
2021-09-28T13:40:55.468+09:00,ehdrm,KeyEvent,67:67:1,JavaPlatform,Editor,,,1,9,Default task
2021-09-28T13:40:55.575+09:00,ehdrm,KeyEvent,111:79:0,JavaPlatform,Editor,,,1,10,Default task
2021-09-28T13:40:55.868+09:00,ehdrm,KeyEvent,109:77:0,JavaPlatform,Editor,,,1,11,Default task
2021-09-28T13:40:56.028+09:00,ehdrm,KeyEvent,109:77:0,JavaPlatform,Editor,,,1,12,Default task
2021-09-28T13:40:56.185+09:00,ehdrm,KeyEvent,97:65:0,JavaPlatform,Editor,,,1,13,Default task
2021-09-28T13:40:56.276+09:00,ehdrm,KeyEvent,110:78:0,JavaPlatform,Editor,,,1,14,Default task
2021-09-28T13:40:56.366+09:00,ehdrm,KeyEvent,100:68:0,JavaPlatform,Editor,,,1,15,Default task
2021-09-28T13:40:56.466+09:00,ehdrm,KeyEvent,32:32:00,JavaPlatform,Editor,,,1,16,Default task
2021-09-28T13:40:57.178+09:00,ehdrm,KeyEvent,65535:16:1,JavaPlatform,Editor,,,1,17,Default task
2021-09-28T13:40:57.339+09:00,ehdrm,KeyEvent,123:91:1,JavaPlatform,Editor,,,1,17,Default task
2021-09-28T13:40:57.767+09:00,ehdrm,KeyEvent,65535:16:1,JavaPlatform,Editor,,,1,18,Default task
2021-09-28T13:40:57.853+09:00,ehdrm,KeyEvent,65:65:1,JavaPlatform,Editor,,,1,18,Default task
2021-09-28T13:40:57.960+09:00,ehdrm,KeyEvent,68:68:1,JavaPlatform,Editor,,,1,19,Default task
2021-09-28T13:40:58.135+09:00,ehdrm,KeyEvent,68:68:1,JavaPlatform,Editor,,,1,20,Default task
2021-09-28T13:40:58.427+09:00,ehdrm,KeyEvent,60:44:01,JavaPlatform,Editor,,,1,21,Default task
2021-09-28T13:40:58.915+09:00,ehdrm,Action,EditorBackSpace,JavaPlatform,Editor,,,1,22,Default task
2021-09-28T13:40:58.927+09:00,ehdrm,KeyEvent,8:08:00,JavaPlatform,Editor,,,1,21,Default task
2021-09-28T13:40:59.322+09:00,ehdrm,KeyEvent,44:44:00,JavaPlatform,Editor,,,1,21,Default task
2021-09-28T13:40:59.715+09:00,ehdrm,KeyEvent,65535:16:1,JavaPlatform,Editor,,,1,22,Default task
2021-09-28T13:41:00.077+09:00,ehdrm,KeyEvent,70:70:1,JavaPlatform,Editor,,,1,22,Default task
2021-09-28T13:41:00.425+09:00,ehdrm,KeyEvent,105:73:0,JavaPlatform,Editor,,,1,23,Default task
2021-09-28T13:41:00.634+09:00,ehdrm,KeyEvent,110:78:0,JavaPlatform,Editor,,,1,24,Default task
2021-09-28T13:41:00.729+09:00,ehdrm,KeyEvent,100:68:0,JavaPlatform,Editor,,,1,25,Default task
2021-09-28T13:41:00.944+09:00,ehdrm,KeyEvent,44:44:00,JavaPlatform,Editor,,,1,26,Default task
2021-09-28T13:41:01.238+09:00,ehdrm,Action,EditorBackSpace,JavaPlatform,Editor,,,1,27,Default task
2021-09-28T13:41:01.240+09:00,ehdrm,KeyEvent,8:08:00,JavaPlatform,Editor,,,1,26,Default task
2021-09-28T13:41:01.399+09:00,ehdrm,Action,EditorBackSpace,JavaPlatform,Editor,,,1,26,Default task
2021-09-28T13:41:01.402+09:00,ehdrm,KeyEvent,8:08:00,JavaPlatform,Editor,,,1,25,Default task
2021-09-28T13:41:01.552+09:00,ehdrm,Action,EditorBackSpace,JavaPlatform,Editor,,,1,25,Default task
2021-09-28T13:41:01.555+09:00,ehdrm,KeyEvent,8:08:00,JavaPlatform,Editor,,,1,24,Default task
2021-09-28T13:41:01.666+09:00,ehdrm,Action,EditorBackSpace,JavaPlatform,Editor,,,1,24,Default task
2021-09-28T13:41:01.669+09:00,ehdrm,KeyEvent,8:08:00,JavaPlatform,Editor,,,1,23,Default task
2021-09-28T13:41:01.868+09:00,ehdrm,KeyEvent,65535:16:1,JavaPlatform,Editor,,,1,23,Default task
2021-09-28T13:41:02.040+09:00,ehdrm,KeyEvent,79:79:1,JavaPlatform,Editor,,,1,23,Default task
2021-09-28T13:41:02.567+09:00,ehdrm,Action,EditorBackSpace,JavaPlatform,Editor,,,1,24,Default task
2021-09-28T13:41:02.569+09:00,ehdrm,KeyEvent,8:08:00,JavaPlatform,Editor,,,1,23,Default task
2021-09-28T13:41:02.836+09:00,ehdrm,KeyEvent,65535:16:1,JavaPlatform,Editor,,,1,23,Default task
2021-09-28T13:41:03.085+09:00,ehdrm,KeyEvent,73:73:1,JavaPlatform,Editor,,,1,23,Default task
2021-09-28T13:41:03.401+09:00,ehdrm,KeyEvent,78:78:1,JavaPlatform,Editor,,,1,24,Default task
2021-09-28T13:41:03.523+09:00,ehdrm,KeyEvent,68:68:1,JavaPlatform,Editor,,,1,25,Default task
2021-09-28T13:41:03.901+09:00,ehdrm,KeyEvent,44:44:00,JavaPlatform,Editor,,,1,26,Default task
2021-09-28T13:41:05.006+09:00,ehdrm,KeyEvent,65535:16:1,JavaPlatform,Editor,,,1,27,Default task
2021-09-28T13:41:05.106+09:00,ehdrm,KeyEvent,67:67:1,JavaPlatform,Editor,,,1,27,Default task
2021-09-28T13:41:05.636+09:00,ehdrm,KeyEvent,108:76:0,JavaPlatform,Editor,,,1,28,Default task
2021-09-28T13:41:06.093+09:00,ehdrm,Action,EditorBackSpace,JavaPlatform,Editor,,,1,29,Default task
2021-09-28T13:41:06.095+09:00,ehdrm,KeyEvent,8:08:00,JavaPlatform,Editor,,,1,28,Default task
2021-09-28T13:41:06.299+09:00,ehdrm,KeyEvent,65535:16:1,JavaPlatform,Editor,,,1,28,Default task
2021-09-28T13:41:06.423+09:00,ehdrm,KeyEvent,76:76:1,JavaPlatform,Editor,,,1,28,Default task
2021-09-28T13:41:06.585+09:00,ehdrm,KeyEvent,69:69:1,JavaPlatform,Editor,,,1,29,Default task
2021-09-28T13:41:06.721+09:00,ehdrm,KeyEvent,65:65:1,JavaPlatform,Editor,,,1,30,Default task
2021-09-28T13:41:06.762+09:00,ehdrm,KeyEvent,90:90:1,JavaPlatform,Editor,,,1,31,Default task
2021-09-28T13:41:06.817+09:00,ehdrm,KeyEvent,82:82:1,JavaPlatform,Editor,,,1,32,Default task
2021-09-28T13:41:07.404+09:00,ehdrm,Action,EditorBackSpace,JavaPlatform,Editor,,,1,33,Default task
2021-09-28T13:41:07.406+09:00,ehdrm,KeyEvent,8:08:00,JavaPlatform,Editor,,,1,32,Default task
2021-09-28T13:41:07.574+09:00,ehdrm,Action,EditorBackSpace,JavaPlatform,Editor,,,1,32,Default task
2021-09-28T13:41:07.577+09:00,ehdrm,KeyEvent,8:08:00,JavaPlatform,Editor,,,1,31,Default task
2021-09-28T13:41:07.791+09:00,ehdrm,KeyEvent,65535:16:1,JavaPlatform,Editor,,,1,31,Default task
2021-09-28T13:41:07.891+09:00,ehdrm,KeyEvent,82:82:1,JavaPlatform,Editor,,,1,31,Default task
2021-09-28T13:41:08.080+09:00,ehdrm,KeyEvent,44:44:00,JavaPlatform,Editor,,,1,32,Default task
2021-09-28T13:41:09.198+09:00,ehdrm,KeyEvent,65535:16:1,JavaPlatform,Editor,,,1,33,Default task
2021-09-28T13:41:09.357+09:00,ehdrm,KeyEvent,76:76:1,JavaPlatform,Editor,,,1,33,Default task
2021-09-28T13:41:10.236+09:00,ehdrm,KeyEvent,65535:16:1,JavaPlatform,Editor,,,1,34,Default task
2021-09-28T13:41:10.403+09:00,ehdrm,KeyEvent,73:73:1,JavaPlatform,Editor,,,1,34,Default task
2021-09-28T13:41:10.507+09:00,ehdrm,KeyEvent,83:83:1,JavaPlatform,Editor,,,1,35,Default task
2021-09-28T13:41:10.598+09:00,ehdrm,KeyEvent,84:84:1,JavaPlatform,Editor,,,1,36,Default task
2021-09-28T13:41:10.958+09:00,ehdrm,KeyEvent,44:44:00,JavaPlatform,Editor,,,1,37,Default task
2021-09-28T13:41:11.798+09:00,ehdrm,KeyEvent,65535:16:1,JavaPlatform,Editor,,,1,38,Default task
2021-09-28T13:41:11.917+09:00,ehdrm,KeyEvent,81:81:1,JavaPlatform,Editor,,,1,38,Default task
2021-09-28T13:41:12.225+09:00,ehdrm,KeyEvent,85:85:1,JavaPlatform,Editor,,,1,39,Default task
2021-09-28T13:41:12.470+09:00,ehdrm,KeyEvent,73:73:1,JavaPlatform,Editor,,,1,40,Default task
2021-09-28T13:41:12.553+09:00,ehdrm,KeyEvent,84:84:1,JavaPlatform,Editor,,,1,41,Default task
2021-09-28T13:41:13.056+09:00,ehdrm,KeyEvent,44:44:00,JavaPlatform,Editor,,,1,42,Default task
2021-09-28T13:41:13.930+09:00,ehdrm,KeyEvent,65535:16:1,JavaPlatform,Editor,,,1,43,Default task
2021-09-28T13:41:14.196+09:00,ehdrm,KeyEvent,73:73:1,JavaPlatform,Editor,,,1,43,Default task
2021-09-28T13:41:14.488+09:00,ehdrm,KeyEvent,77:77:1,JavaPlatform,Editor,,,1,44,Default task
2021-09-28T13:41:14.980+09:00,ehdrm,Action,EditorBackSpace,JavaPlatform,Editor,,,1,45,Default task
2021-09-28T13:41:14.982+09:00,ehdrm,KeyEvent,8:08:00,JavaPlatform,Editor,,,1,44,Default task
2021-09-28T13:41:15.164+09:00,ehdrm,KeyEvent,65535:16:1,JavaPlatform,Editor,,,1,44,Default task
2021-09-28T13:41:15.358+09:00,ehdrm,KeyEvent,74:74:1,JavaPlatform,Editor,,,1,44,Default task
2021-09-28T13:41:15.366+09:00,ehdrm,KeyEvent,77:77:1,JavaPlatform,Editor,,,1,45,Default task
2021-09-28T13:41:15.875+09:00,ehdrm,Action,EditorBackSpace,JavaPlatform,Editor,,,1,46,Default task
2021-09-28T13:41:15.877+09:00,ehdrm,KeyEvent,8:08:00,JavaPlatform,Editor,,,1,45,Default task
2021-09-28T13:41:16.018+09:00,ehdrm,Action,EditorBackSpace,JavaPlatform,Editor,,,1,45,Default task
2021-09-28T13:41:16.020+09:00,ehdrm,KeyEvent,8:08:00,JavaPlatform,Editor,,,1,44,Default task
2021-09-28T13:41:16.219+09:00,ehdrm,KeyEvent,65535:16:1,JavaPlatform,Editor,,,1,44,Default task
2021-09-28T13:41:16.370+09:00,ehdrm,KeyEvent,77:77:1,JavaPlatform,Editor,,,1,44,Default task
2021-09-28T13:41:17.014+09:00,ehdrm,Action,EditorBackSpace,JavaPlatform,Editor,,,1,45,Default task
2021-09-28T13:41:17.016+09:00,ehdrm,KeyEvent,8:08:00,JavaPlatform,Editor,,,1,44,Default task
2021-09-28T13:41:17.476+09:00,ehdrm,KeyEvent,65535:16:1,JavaPlatform,Editor,,,1,44,Default task
2021-09-28T13:41:17.685+09:00,ehdrm,KeyEvent,78:78:1,JavaPlatform,Editor,,,1,44,Default task
2021-09-28T13:41:18.100+09:00,ehdrm,KeyEvent,65535:16:1,JavaPlatform,Editor,,,1,45,Default task
2021-09-28T13:41:18.200+09:00,ehdrm,KeyEvent,86:86:1,JavaPlatform,Editor,,,1,45,Default task
2021-09-28T13:41:18.325+09:00,ehdrm,KeyEvent,65:65:1,JavaPlatform,Editor,,,1,46,Default task
2021-09-28T13:41:18.467+09:00,ehdrm,KeyEvent,73:73:1,JavaPlatform,Editor,,,1,47,Default task
2021-09-28T13:41:18.693+09:00,ehdrm,KeyEvent,76:76:1,JavaPlatform,Editor,,,1,48,Default task
2021-09-28T13:41:19.429+09:00,ehdrm,KeyEvent,68:68:1,JavaPlatform,Editor,,,1,49,Default task
2021-09-28T13:41:20.088+09:00,ehdrm,Action,EditorRight,JavaPlatform,Editor,,,1,50,Default task
2021-09-28T13:41:20.090+09:00,ehdrm,KeyEvent,65535:39:0,JavaPlatform,Editor,,,1,51,Default task
2021-09-28T13:41:21.371+09:00,ehdrm,Action,EditorEnter,JavaPlatform,Editor,,,1,51,Default task
2021-09-28T13:41:21.382+09:00,ehdrm,KeyEvent,10:10:00,JavaPlatform,Editor,,,2,4,Default task
2021-09-28T13:41:21.964+09:00,ehdrm,KeyEvent,112:80:0,JavaPlatform,Editor,,,2,4,Default task
2021-09-28T13:41:22.214+09:00,ehdrm,KeyEvent,117:85:0,JavaPlatform,Editor,,,2,5,Default task
2021-09-28T13:41:22.324+09:00,ehdrm,KeyEvent,98:66:0,JavaPlatform,Editor,,,2,6,Default task
2021-09-28T13:41:22.460+09:00,ehdrm,KeyEvent,108:76:0,JavaPlatform,Editor,,,2,7,Default task
2021-09-28T13:41:23.023+09:00,ehdrm,KeyEvent,99:67:0,JavaPlatform,Editor,,,2,8,Default task
2021-09-28T13:41:23.300+09:00,ehdrm,Action,EditorBackSpace,JavaPlatform,Editor,,,2,9,Default task
2021-09-28T13:41:23.308+09:00,ehdrm,KeyEvent,8:08:00,JavaPlatform,Editor,,,2,8,Default task
2021-09-28T13:41:23.477+09:00,ehdrm,KeyEvent,105:73:0,JavaPlatform,Editor,,,2,8,Default task
2021-09-28T13:41:23.566+09:00,ehdrm,KeyEvent,99:67:0,JavaPlatform,Editor,,,2,9,Default task
2021-09-28T13:41:23.640+09:00,ehdrm,KeyEvent,32:32:00,JavaPlatform,Editor,,,2,10,Default task
2021-09-28T13:41:24.137+09:00,ehdrm,KeyEvent,99:67:0,JavaPlatform,Editor,,,2,11,Default task
2021-09-28T13:41:24.267+09:00,ehdrm,KeyEvent,108:76:0,JavaPlatform,Editor,,,2,12,Default task
2021-09-28T13:41:24.377+09:00,ehdrm,KeyEvent,97:65:0,JavaPlatform,Editor,,,2,13,Default task
2021-09-28T13:41:24.498+09:00,ehdrm,KeyEvent,115:83:0,JavaPlatform,Editor,,,2,14,Default task
2021-09-28T13:41:24.653+09:00,ehdrm,KeyEvent,115:83:0,JavaPlatform,Editor,,,2,15,Default task
2021-09-28T13:41:25.634+09:00,ehdrm,KeyEvent,32:32:00,JavaPlatform,Editor,,,2,16,Default task
2021-09-28T13:41:26.103+09:00,ehdrm,KeyEvent,65535:16:1,JavaPlatform,Editor,,,2,17,Default task
2021-09-28T13:41:26.210+09:00,ehdrm,KeyEvent,70:70:1,JavaPlatform,Editor,,,2,17,Default task
2021-09-28T13:41:26.409+09:00,ehdrm,KeyEvent,67:67:1,JavaPlatform,Editor,,,2,18,Default task
2021-09-28T13:41:26.708+09:00,ehdrm,KeyEvent,84:84:1,JavaPlatform,Editor,,,2,19,Default task
2021-09-28T13:41:26.905+09:00,ehdrm,KeyEvent,69:69:1,JavaPlatform,Editor,,,2,20,Default task
2021-09-28T13:41:27.041+09:00,ehdrm,KeyEvent,83:83:1,JavaPlatform,Editor,,,2,21,Default task
2021-09-28T13:41:27.334+09:00,ehdrm,Action,EditorBackSpace,JavaPlatform,Editor,,,2,22,Default task
2021-09-28T13:41:27.336+09:00,ehdrm,KeyEvent,8:08:00,JavaPlatform,Editor,,,2,21,Default task
2021-09-28T13:41:27.481+09:00,ehdrm,Action,EditorBackSpace,JavaPlatform,Editor,,,2,21,Default task
2021-09-28T13:41:27.483+09:00,ehdrm,KeyEvent,8:08:00,JavaPlatform,Editor,,,2,20,Default task
2021-09-28T13:41:27.528+09:00,ehdrm,KeyEvent,101:69:0,JavaPlatform,Editor,,,2,20,Default task
2021-09-28T13:41:27.627+09:00,ehdrm,KeyEvent,115:83:0,JavaPlatform,Editor,,,2,21,Default task
2021-09-28T13:41:27.718+09:00,ehdrm,KeyEvent,116:84:0,JavaPlatform,Editor,,,2,22,Default task
2021-09-28T13:41:28.264+09:00,ehdrm,KeyEvent,65535:16:1,JavaPlatform,Editor,,,2,23,Default task
2021-09-28T13:41:28.408+09:00,ehdrm,KeyEvent,123:91:1,JavaPlatform,Editor,,,2,23,Default task
2021-09-28T13:41:28.609+09:00,ehdrm,Action,EditorEnter,JavaPlatform,Editor,,,2,24,Default task
2021-09-28T13:41:28.616+09:00,ehdrm,KeyEvent,10:10:00,JavaPlatform,Editor,,,3,8,Default task
2021-09-28T13:41:35.746+09:00,ehdrm,KeyEvent,59:59:00,JavaPlatform,Editor,,,1,51,Default task
2021-09-28T13:41:38.549+09:00,ehdrm,Action,EditorBackSpace,JavaPlatform,Editor,,,1,52,Default task
2021-09-28T13:41:38.552+09:00,ehdrm,KeyEvent,8:08:00,JavaPlatform,Editor,,,1,51,Default task
2021-09-28T13:41:39.686+09:00,ehdrm,Action,EditorTab,JavaPlatform,Editor,,,3,8,Default task
2021-09-28T13:41:39.689+09:00,ehdrm,KeyEvent,9:09:00,JavaPlatform,Editor,,,3,12,Default task
2021-09-28T13:41:40.688+09:00,ehdrm,Action,EditorBackSpace,JavaPlatform,Editor,,,3,12,Default task
2021-09-28T13:41:40.691+09:00,ehdrm,KeyEvent,8:08:00,JavaPlatform,Editor,,,3,8,Default task
2021-09-28T13:41:42.854+09:00,ehdrm,KeyEvent,112:80:0,JavaPlatform,Editor,,,3,8,Default task
2021-09-28T13:41:44.361+09:00,ehdrm,KeyEvent,114:82:0,JavaPlatform,Editor,,,3,9,Default task
2021-09-28T13:41:44.485+09:00,ehdrm,KeyEvent,105:73:0,JavaPlatform,Editor,,,3,10,Default task
2021-09-28T13:41:44.633+09:00,ehdrm,KeyEvent,118:86:0,JavaPlatform,Editor,,,3,11,Default task
2021-09-28T13:41:44.776+09:00,ehdrm,KeyEvent,97:65:0,JavaPlatform,Editor,,,3,12,Default task
2021-09-28T13:41:44.872+09:00,ehdrm,KeyEvent,116:84:0,JavaPlatform,Editor,,,3,13,Default task
2021-09-28T13:41:44.972+09:00,ehdrm,KeyEvent,101:69:0,JavaPlatform,Editor,,,3,14,Default task
2021-09-28T13:41:45.091+09:00,ehdrm,KeyEvent,32:32:00,JavaPlatform,Editor,,,3,15,Default task
2021-09-28T13:41:45.999+09:00,ehdrm,KeyEvent,115:83:0,JavaPlatform,Editor,,,3,16,Default task
2021-09-28T13:41:46.123+09:00,ehdrm,KeyEvent,116:84:0,JavaPlatform,Editor,,,3,17,Default task
2021-09-28T13:41:46.651+09:00,ehdrm,KeyEvent,97:65:0,JavaPlatform,Editor,,,3,18,Default task
2021-09-28T13:41:46.846+09:00,ehdrm,KeyEvent,116:84:0,JavaPlatform,Editor,,,3,19,Default task
2021-09-28T13:41:46.990+09:00,ehdrm,KeyEvent,105:73:0,JavaPlatform,Editor,,,3,20,Default task
2021-09-28T13:41:47.114+09:00,ehdrm,KeyEvent,99:67:0,JavaPlatform,Editor,,,3,21,Default task
2021-09-28T13:41:47.272+09:00,ehdrm,KeyEvent,32:32:00,JavaPlatform,Editor,,,3,22,Default task
2021-09-28T13:41:48.076+09:00,ehdrm,KeyEvent,65535:16:1,JavaPlatform,Editor,,,3,23,Default task
2021-09-28T13:41:48.188+09:00,ehdrm,KeyEvent,83:83:1,JavaPlatform,Editor,,,3,23,Default task
2021-09-28T13:41:48.535+09:00,ehdrm,KeyEvent,99:67:0,JavaPlatform,Editor,,,3,24,Default task
2021-09-28T13:41:48.634+09:00,ehdrm,KeyEvent,97:65:0,JavaPlatform,Editor,,,3,25,Default task
2021-09-28T13:41:48.771+09:00,ehdrm,KeyEvent,110:78:0,JavaPlatform,Editor,,,3,26,Default task
2021-09-28T13:41:48.920+09:00,ehdrm,KeyEvent,110:78:0,JavaPlatform,Editor,,,3,27,Default task
2021-09-28T13:41:49.167+09:00,ehdrm,KeyEvent,101:69:0,JavaPlatform,Editor,,,3,28,Default task
2021-09-28T13:41:49.303+09:00,ehdrm,KeyEvent,114:82:0,JavaPlatform,Editor,,,3,29,Default task
2021-09-28T13:41:49.400+09:00,ehdrm,KeyEvent,32:32:00,JavaPlatform,Editor,,,3,30,Default task
2021-09-28T13:41:50.712+09:00,ehdrm,KeyEvent,115:83:0,JavaPlatform,Editor,,,3,31,Default task
2021-09-28T13:41:50.896+09:00,ehdrm,KeyEvent,99:67:0,JavaPlatform,Editor,,,3,32,Default task
2021-09-28T13:41:50.931+09:00,ehdrm,KeyEvent,97:65:0,JavaPlatform,Editor,,,3,33,Default task
2021-09-28T13:41:52.891+09:00,ehdrm,KeyEvent,110:78:0,JavaPlatform,Editor,,,3,34,Default task
2021-09-28T13:41:53.034+09:00,ehdrm,KeyEvent,110:78:0,JavaPlatform,Editor,,,3,35,Default task
2021-09-28T13:41:53.193+09:00,ehdrm,KeyEvent,101:69:0,JavaPlatform,Editor,,,3,36,Default task
2021-09-28T13:41:53.252+09:00,ehdrm,KeyEvent,114:82:0,JavaPlatform,Editor,,,3,37,Default task
2021-09-28T13:41:56.977+09:00,ehdrm,KeyEvent,32:32:00,JavaPlatform,Editor,,,3,38,Default task
2021-09-28T13:41:57.066+09:00,ehdrm,KeyEvent,61:61:0,JavaPlatform,Editor,,,3,39,Default task
2021-09-28T13:41:57.492+09:00,ehdrm,KeyEvent,110:78:0,JavaPlatform,Editor,,,3,40,Default task
2021-09-28T13:41:57.563+09:00,ehdrm,KeyEvent,101:69:0,JavaPlatform,Editor,,,3,41,Default task
2021-09-28T13:41:57.676+09:00,ehdrm,KeyEvent,119:87:0,JavaPlatform,Editor,,,3,42,Default task
2021-09-28T13:41:57.754+09:00,ehdrm,KeyEvent,32:32:00,JavaPlatform,Editor,,,3,43,Default task
2021-09-28T13:41:58.101+09:00,ehdrm,KeyEvent,65535:16:1,JavaPlatform,Editor,,,3,44,Default task
2021-09-28T13:41:58.181+09:00,ehdrm,KeyEvent,83:83:1,JavaPlatform,Editor,,,3,44,Default task
2021-09-28T13:41:58.377+09:00,ehdrm,KeyEvent,99:67:0,JavaPlatform,Editor,,,3,45,Default task
2021-09-28T13:41:58.518+09:00,ehdrm,KeyEvent,97:65:0,JavaPlatform,Editor,,,3,46,Default task
2021-09-28T13:41:58.574+09:00,ehdrm,KeyEvent,110:78:0,JavaPlatform,Editor,,,3,47,Default task
2021-09-28T13:41:58.696+09:00,ehdrm,KeyEvent,110:78:0,JavaPlatform,Editor,,,3,48,Default task
2021-09-28T13:41:58.850+09:00,ehdrm,KeyEvent,101:69:0,JavaPlatform,Editor,,,3,49,Default task
2021-09-28T13:41:58.935+09:00,ehdrm,KeyEvent,114:82:0,JavaPlatform,Editor,,,3,50,Default task
2021-09-28T13:41:59.723+09:00,ehdrm,KeyEvent,65535:16:1,JavaPlatform,Editor,,,3,51,Default task
2021-09-28T13:41:59.860+09:00,ehdrm,KeyEvent,40:57:01,JavaPlatform,Editor,,,3,51,Default task
2021-09-28T13:42:00.263+09:00,ehdrm,KeyEvent,65535:16:1,JavaPlatform,Editor,,,3,52,Default task
2021-09-28T13:42:00.376+09:00,ehdrm,KeyEvent,83:83:1,JavaPlatform,Editor,,,3,52,Default task
2021-09-28T13:42:00.470+09:00,ehdrm,KeyEvent,116:84:0,JavaPlatform,Editor,,,3,53,Default task
2021-09-28T13:42:00.941+09:00,ehdrm,Action,EditorBackSpace,JavaPlatform,Editor,,,3,54,Default task
2021-09-28T13:42:00.957+09:00,ehdrm,KeyEvent,8:08:00,JavaPlatform,Editor,,,3,53,Default task
2021-09-28T13:42:01.058+09:00,ehdrm,KeyEvent,121:89:0,JavaPlatform,Editor,,,3,53,Default task
2021-09-28T13:42:01.572+09:00,ehdrm,KeyEvent,115:83:0,JavaPlatform,Editor,,,3,54,Default task
2021-09-28T13:42:01.675+09:00,ehdrm,KeyEvent,116:84:0,JavaPlatform,Editor,,,3,55,Default task
2021-09-28T13:42:01.823+09:00,ehdrm,KeyEvent,101:69:0,JavaPlatform,Editor,,,3,56,Default task
2021-09-28T13:42:01.984+09:00,ehdrm,KeyEvent,109:77:0,JavaPlatform,Editor,,,3,57,Default task
2021-09-28T13:42:02.299+09:00,ehdrm,KeyEvent,46:46:00,JavaPlatform,Editor,,,3,58,Default task
2021-09-28T13:42:02.790+09:00,ehdrm,KeyEvent,105:73:0,JavaPlatform,Editor,,,3,59,Default task
2021-09-28T13:42:02.981+09:00,ehdrm,KeyEvent,110:78:0,JavaPlatform,Editor,,,3,60,Default task
2021-09-28T13:42:03.723+09:00,ehdrm,Action,EditorRight,JavaPlatform,Editor,,,3,61,Default task
2021-09-28T13:42:03.727+09:00,ehdrm,KeyEvent,65535:39:0,JavaPlatform,Editor,,,3,62,Default task
2021-09-28T13:42:04.145+09:00,ehdrm,KeyEvent,59:59:00,JavaPlatform,Editor,,,3,62,Default task
2021-09-28T13:42:04.341+09:00,ehdrm,Action,EditorEnter,JavaPlatform,Editor,,,3,63,Default task
2021-09-28T13:42:04.344+09:00,ehdrm,KeyEvent,10:10:00,JavaPlatform,Editor,,,4,8,Default task
